book_id,publisher,num_pages,publication_day,isbn13,publication_month,edition_information,publication_year
22884600,Project Gutenberg,,,,,,
139867,City Lights,82,1,9780872860353,1,,2001
139866,Turtle Point Press,83,1,9781885586483,9,,2006
139865,Grey Fox Press,254,1,9780912516196,1,,2001
139864,University of California Press,624,31,9780520201668,3,,1995
15956284,Salt Publishing,160,1,9781844713219,9,,2012
15956286,Salt,,1,9781844717507,9,,2012
7744785,Dodo Press,48,27,9781409935629,2,,2009
8195905,Elex Media Komputindo,192,19,9789792775402,5,,2010
17702506,Acantilado,102,14,9788415277309,9,,2011
1408793,Penguin Books,,27,9780140045727,10,,1977
839167,Swallow Press,72,26,9780804010917,4,,2006
839166,Scholastic Paperbacks,40,1,9780590428736,11,,1999
839168,HarperCollins,48,7,9780060537173,11,,2006
23342540,Smoloskip,104,30,9789662164916,4,,2014
7045185,ntshrt TrH nw,408,,,,,1375
17189849,Woodsmoke Press,297,8,,10,,2012
3104839,Presscraft Papers,,,,,,1960
32872274,Le Livre de Poche,402,,,,,1984
11049749,lhyy'@ l`m@ lswry@ llktb,64,,,,,2010
1854530,,,,9780876855324,,,
31450579,Graywolf Press,88,15,9781555977818,8,,2017
11969538,New Issues Press,64,3,9781936970025,10,,2011
1113826,Cinco Puntos Press,144,1,9780938317647,2,,2002
1113829,Broken Moon Press,80,1,9780913089163,5,,1991
6654181,Copper Canyon Press,130,1,9781556593109,10,,2009
32860039,Ahsahta Press,128,,9781934103739,,,2016
3821412,,,,9781555613488,,,
25566111,Switchback Books,63,1,9780986187612,5,,2015
897298,Chronicle Books,192,1,9780811807586,3,,1995
15822106,,,,,,,
661722,Seal Press,434,5,9781580052214,10,,2007
290339,Liveright,60,17,9780871401809,8,,2002
290338,Welcome Books,32,1,9780941807005,10,,1995
1241060,University Of Iowa Press,84,1,9780877455059,5,,1995
21415222,,,,,,,
19594427,,,,,,Bilingual edition,
2382591,Graywolf Press,108,24,9781555975029,6,,2008
19254352,,,,,,Penguin Classics,
6286697,,,,,,,
6962729,Verve Bath Press,36,,,8,,2009
22820897,Everyman's Library,256,,,,,1997
144896,Hard Press,200,3,9781406936537,11,,2006
721005,Penguin Classics,320,26,9780140440874,1,,2006
10388590,"Oxford University Press, USA",82,30,9780192804891,9,,2003
23380194,Penguin Classics,,,,,,2008
245680,Warne,48,1,9780723248262,6,,2002
6578076,Please,100,1,9780979129490,5,,2009
1430767,Medieval Institute Publications,292,1,9781879288386,11,,1994
260876,OUP Oxford,380,28,9780198141990,2,,1973
28399150,Wolsak and Wynn Publishers Ltd,80,1,9781928088127,6,,2016
17573661,W. W. Norton  Company,64,21,9780393083200,10,,2013
13513208,"Farrar, Straus and Giroux (BYR)",48,13,9780374343682,11,,2012
17518060,dr l`lm wlm`rf@,240,,,,Tb`@ jdyd@ mnqH@,2011
301480,National Geographic Children's Books,32,1,9780792265580,11,,2002
963003,,,,9782290334553,,,
23647889,AudioGo,,1,9780792750413,11,Unabridged,2007
91233,Bantam Classics,176,1,9780553213652,7,,1986
7881042,Digireads.com,174,1,9781420934212,1,,2009
27704836,Bartleby Editores,102,,9788492799879,,,2015
725946,Vintage (NY),200,12,9780394741758,3,,1986
16109544,,,,,,,
19014732,,,,,,,
35124749,Schildts & Soderstroms,83,,9789515241429,,,2017
12031930,Octopus Books,84,1,9780980193862,7,,2011
2764394,New Directions,304,17,9780811217576,7,,2008
578883,Broadway Business,307,1,9780385423502,4,,1994
710274,W. W. Norton  Company,256,17,9780393325492,3,,2004
710276,W. W. Norton  Company,96,17,9780393314663,6,,1996
19501540,,,,,,,
7208297,Putnam Publishing Group,,1,9780448168012,2,,1983
9800312,Louisiana State University Press,61,8,9780807138793,4,,2011
2056246,HMH Books for Young Readers,104,9,9780395068892,9,,1908
18050095,Knopf,96,4,9780385349819,3,,2014
1904323,David R. Godine Publisher,80,1,9780879239565,9,,1994
17655886,Write Bloody Publishing,337,4,9781938912368,10,,2013
26866288,Smokestack Books,83,1,9780993149030,10,,2015
454306,Vintage/Ebury (a Division of Random,143,10,,4,,2001
29935826,,,,,,,
49072,Four Way Books,77,30,9781884800726,4,,2006
15926745,eslam heggy,130,30,,8,,2012
25747037,Audible Studios,,8,,10,,2013
847649,Grey Fox Press,69,1,9780912516042,1,,2001
2641593,Sierra Club,,,9780871561992,,,1982
6436925,Adam Yayinlari,218,,9789754183665,,2nd,1996
1248655,jtm`,164,,,,,2005
104090,Penguin Global,120,25,9780143013785,11,,2003
35181836,Fabrika za knigi,88,17,9786192300043,5,First,2017
1267442,Bombshelter Press,218,1,9780941017145,1,,2002
1298738,Third World Press,500,1,9780883782385,1,,2003
31521500,,,,,,,
26177737,Paper Wings Press,96,,9780692222058,,,2014
13594007,Yale University Press,176,9,9780300176285,10,,2012
33909351,Createspace Independent Publishing Platform,,2,9781542322201,1,,2017
18744689,Companhia das Letras,88,4,9788535923643,11,,2013
427278,Penguin Classics,108,25,9780142437315,2,,2003
6514189,Penguin Books,96,26,9780143115830,5,,2009
18701599,Louisiana State University Press,82,10,9780807155851,3,,2014
18309456,Kirmizi Kedi Yayinevi,444,,9786054764112,3,,2013
26196204,,,,9781556594946,,,
1140346,University of Michigan Press,144,11,9780472064205,9,,2002
3645576,,480,,,,,1370
16107960,Ikaros,61,,9789607233387,,,1993
18935740,,,,,,,
1346248,Gibb Memorial Trust,529,1,9780906094105,7,,2013
21944535,Michigan State University Press,80,1,9781611861440,11,,2014
1119034,T.Y. Crowell Junior Books,40,1,9780690045895,2,,2000
9968461,Oxford University Press,69,,9780192118059,,,1971
132036,Panther / Grafton,479,31,9780586040881,10,,1974
978908,,,,9780738852003,,,
6367040,mrwryd,,,,,,
484,W. W. Norton  Company,576,17,9780393318289,9,,1998
1948110,Main Street Books,160,18,9780385127721,10,,1977
29094306,Wydawnictwo Krytyki Politycznej,184,5,9788364682926,2,,2016
18747640,Tribunu EU,206,,9788073992767,,,2009
23236667,,,,,,,
12935534,,,,9783869950068,,,
2426124,,,,9780571105526,,,
13594961,Trinity University Press,314,6,9781595341419,11,,2012
8559595,Graywolf Press,96,21,9781555975739,12,,2010
7511229,,,,9781104638092,,,
757383,Penguin Books,654,,9780140231144,4,2nd Revised Edition,1995
6487364,Slope Editions,83,30,9780977769841,12,,2009
29966140,,64,,,4,First edition - paperback,2016
30822081,Podium,137,,9789057598135,10,,2016
7850681,"Doubleday & Company, Inc.",475,,,,,1947
8096549,Bloodaxe Books,64,28,9781852248789,8,,2010
8254778,Brilliance Audio,9,20,9781441872760,11,,2010
22570338,Finishing Line Press,25,,9781622295661,,,2014
25225505,House of Anansi Press,144,10,9781487000547,10,,2015
2717390,Dodo Press,124,31,9781406550405,8,,2007
1098050,"Little, Brown Books for Young Readers",,1,9780316484367,9,,1999
1524722,The Writer's Lair Books,209,15,9780615340,3,,2010
25074154,,,,9780889229600,,,
1665466,Brownell Library Press,29,,9780962104107,,,1988
7829352,Noemi Press,62,6,9781934819074,4,,2010
1239520,Green Integer,312,25,9781933382579,1,,2011
34386,Naxos Audiobooks,,28,9789626343173,2,,2005
29910461,DIY,113,,9781549563263,3,1,2016
11251934,,46,,,,,
332922,Wordsworth Classics,709,5,9781840225365,12,,1999
12888171,Fall River Press,344,1,9781435139589,11,,2011
225994,Truman State University Press,147,1,9781931112642,12,,2006
1288207,University of Illinois Press,152,1,9780252066726,9,,1997
25593268,Createspace Independent Publishing Platform,106,22,9781511857963,5,,2015
30319099,,,,9780374213428,,,
1920101,,,,9780963836403,,,
16043991,Kharvest,352,,,,,2003
29845519,Backwaters Press,83,1,9781935218395,5,,2016
404928,New Directions,96,17,9780811204804,1,"New Directions Paperbook, 356",1973
9625490,dr ladb,176,1,,1,,1959
11905635,Signet,448,1,9780451617613,5,,1960
4098651,Fischer-Taschenbuch-Verlag,255,3,9783596900176,3,,2008
1796285,National Poetry Foundation,310,1,9780943373256,7,,1994
2387978,New Directions,304,27,9780811217583,7,,2008
5744574,,,,9780689206078,,,
11276004,Rosinante,331,,9788763816915,,4. oplag,2011
460199,Barnes  Noble Classics,363,26,9781593082192,5,,2005
24727075,Candlewick Press,128,22,9780763660703,9,,2015
11030407,'zmn@ llnshr wltwzy`,58,,,,,2006
13585900,Wings Press,80,1,9780916727857,4,,2012
16154456,Ciela,104,,9789542810582,,,2012
4745990,Loki-Kirjat,79,,,,2. p.,2003
23456286,Adam Yayinlari,224,,,,,1991
7022428,Cypher Books,96,1,9780981913131,12,,2009
10633213,Ya lo dijo Casimiro Parker,110,,,,,2009
13488321,Gaspereau Press,80,,9781554470976,7,,2011
27484947,Nightwood Editions,96,7,9780889713215,5,,2016
1060313,Plume,272,1,9780452010338,4,,1984
13283474,Salani,42,,9788877828873,,,1999
15723753,Kanev Books,120,26,9781937131197,6,First edition,2012
13818870,Footsteps Press,42,9,9780956634948,1,,2011
980693,Random House,130,12,9780394544700,3,,1985
1617850,Silverfish Review Press,,1,9781878851529,6,,2007
7015472,Penguin Classics,352,3,9780141190945,9,,2009
21535609,Kaylie Jones Books,300,6,9781617753015,1,,2015
138717,Vintage,36,7,9780679757825,6,,1994
7157679,,,,9780525479376,,,
2087685,Texas Tech University Press,73,15,9780896721401,1,,1986
836688,,280,,9780140448214,,,
665056,University Of Iowa Press,246,23,9780877459408,4,,2005
32570159,,62,,,,,
18624155,Barnes & Noble Books,,,,,,1994
499786,House of Nehesi,56,1,9780913441725,12,,2007
2224046,Peter Pauper Press,,,,,,1955
18187797,,,,,,,
29226840,Librivox,2,23,,1,,2014
25883941,"Birds, LLC",89,23,9780991429837,6,,2015
22440026,,,,,,,2013
17910175,GenPop Books,88,1,9780982359464,5,,2013
1150781,Graywolf Press,128,1,9781555971205,5,,1989
1150787,"Oxford University Press, USA",256,1,9780192823021,6,,1995
1547486,New Issues Press,,1,9781930974654,10,,2001
11984854,Meandar,72,,,5,,2006
28946155,Albert Bonniers Forlag,127,17,9789100167615,6,,2016
15783838,Rizzoli,352,,9788817151689,,,1993
451353,Bookking International,,1,9782877142267,1,,1999
25141444,Znak,45,,9788324032723,,,2015
683387,Syracuse University Press,159,5,9780815608356,7,,2005
32149221,Zachry K. Douglas,,30,9780692776018,8,,2016
24925181,Miami University Press,112,15,9781881163565,3,,2015
17845830,Bloomsbury Methuen Drama,64,2,9781408184448,12,,2013
6069467,Editorial Cuarto Propio,589,,9789562603409,1,,2005
119226,Faber  Faber,238,18,9780571105489,2,,2002
7584795,Dodo Press,132,5,9781409927525,12,German edition,2008
31127469,Notion Press,176,14,9781945621376,7,,2016
20501819,,,,,,,
1937170,,,,9783458171867,,,
21236327,dr l`lwm llnshr w ltwzy`,143,,9789773803421,,,2014
13813124,North Star Press of St. Cloud,70,1,9780878396009,6,,2012
12497446,,,,,,,
44764,Modern Library,165,28,9780679601098,6,,1994
18132947,dr l`lm wlm`rf@,96,,,,,2011
713853,"Oxford University Press, USA",384,5,9780192820754,11,,1987
8047934,mnshwrt 'Hmd bkhyt,103,,,,,2002
661716,Caedmon,,26,9780694522781,4,Abridged,2000
501958,WordSong,48,1,9781563976384,1,,1997
17559557,Bentang,138,,9786028811439,,,2011
28204930,Brick Books,96,15,9781771314305,5,,2016
1281448,Kent State University Press,63,22,9780873387415,8,,2002
25362802,University Of Iowa Press,82,1,9781609383893,9,,2015
1429380,University of Toronto Press,525,1,9780802064387,12,,1980
989187,Innerlight Pub.,,1,9780971489042,1,,2002
22720197,,132,,9783518282243,,1st edition,1986
7460623,Broadview Press Inc,920,15,9781551119656,9,,2009
7348429,Yapi Kredi Yayinlari,239,,9789750803736,1,,2002
18625143,,60,18,,4,,2017
25074165,Coach House Books,112,20,9781552453223,10,,2015
1720749,Wydawn. Literackie,431,,,,Wydanie II,1980
23602568,Vintage,592,18,9781101911686,8,,2015
32704839,Oneworld Publications,686,,,,,2016
1587998,HMH Books for Young Readers,32,28,9780618051830,3,,2000
33289881,Platypus Press,12,6,,12,,2016
403454,Purdue University Press,91,1,9781557530837,1,,1996
1852796,,,,9781430456629,,3rd Edition,
4885214,,94,,,,,1969
5989936,,,,,,,
20839193,Harper Paperbacks,128,11,9780062280855,8,,2015
10585678,Assirio e Alvim,56,,,,,2000
185076,New Directions,206,,9780811213998,,,1998
19301383,,,,9780822990642,,,
1601893,Salvat Editores S.A.,202,,,,,1982
8674912,dr qb,284,,,,,2007
12283407,Janet 45,50,,9789544916428,,,2010
3338550,Wake Forest University Press,116,1,9781930630383,4,,2008
18325628,,,,9781621051060,,,
25664480,"Farrar, Straus and Giroux",96,15,9780374272326,3,,2016
11298440,,57,,,,,1995
23877937,,,,,,,
1095060,,,,9783150000021,,,
403461,University Press of Kentucky,71,1,9780813190884,2,,2004
403460,Southern Illinois University Press,80,3,9780809326181,3,,2005
403462,Old Cove Press,144,1,9780967542416,2,,2006
18759105,Oktober,75,,9788249513079,,,2013
15722356,Createspace Independent Publishing Platform,54,13,9781470178215,3,,2012
22088579,Vigmostad & Bjorke,56,,9788241906626,,,2010
8848396,ngh,548,,,,,1984
875623,Johns Hopkins University Press,504,10,9780801863233,7,,2000
355870,Penguin,352,,9780140437263,,Penguin Classics,2000
75866,City Lights Publishers,253,1,9780872860001,1,,2001
75865,Calder Publications,246,1,9780714501703,9,,2001
75864,University of California Press,720,10,9780520064430,10,,1988
1650975,City Lights Publishers,104,1,9780872861763,1,,2001
1650973,Four Seasons Foundation,,31,9780877040200,12,,1974
981812,Alfred A. Knopf,60,1,9780394520049,1,,1982
1074853,Penguin Books,288,25,9780143036180,10,,2005
1225211,Tuttle Publishing,366,15,9780804815055,12,,1989
809502,Bedford Books,411,1,9780312402389,11,,2003
22816610,Noctuary Press,100,31,9780988805132,8,First Edition,2014
596732,Kids Can Press,32,1,9781553377061,2,,2006
412665,,,,,,,2007
13824718,Futurecycle Press,112,2,9780982861295,8,,2011
676690,Serpent's Tail,130,1,9781852424329,10,,1996
1096301,Dark Regions Press,56,1,9781888993394,11,,2003
2963950,Oberon Books,72,1,9780948230370,1,,1993
26405637,P'Rea Press,112,8,9780980462517,2,,2016
1080158,Barnes & Noble Classics,960,25,9781593080839,12,,2004
3251893,nshri lbrz,209,,,,,1998
452950,drynwsh,,,,,,2005
26635627,Nightwood Editions,80,31,9780889713178,10,,2015
26630035,Harbour Publishing,96,10,9781550177183,10,,2015
13551218,Liesma,198,,,,,1978
20945,Scribner,576,2,9780684868745,10,,2002
10532990,Editura Albatros,126,,,,,1981
7100208,Corregidor,240,,9789500517836,,,2009
29426435,The Song Cave,,,,,,2016
4048020,ntshrt nyl,200,,,,,1957
20644234,University of Queensland Press,96,1,9780702250132,7,,2014
28385135,Caitlin Press,216,1,9781987915167,3,,2016
1165751,Dial,40,5,9780803729674,4,,2007
30341552,Thames  Hudson,392,10,9780500519035,1,,2017
1098837,"nshr mbn, 1390",80,,,,chp swm,2011
8248329,Tupelo Press,90,15,9781932195842,4,,2010
211519,Broadway,160,24,9780767923736,10,,2006
211511,Grand Central Publishing,144,1,9780446690225,1,,2003
211513,Doubleday Books,598,1,9780385076968,10,,1957
211514,Ecco,352,1,9780880013512,8,,1995
211515,Kodansha International Ltd.,165,1,9784770028860,10,,2002
211516,Kodansha,331,,9784770014306,,,1992
211517,,,,9780974189406,,,2003
7616245,,,,9780198030706,,,
478919,Dorset Press,,1,9781566198073,12,,1994
13722316,Henry Holt and Co. (BYR),32,5,9780805092110,2,,2013
23647550,Rupa,240,1,9788129114112,10,,2006
271456,W. W. Norton  Company,245,17,9780393326215,11,,2004
271455,W. W. Norton  Company,63,17,9780393062564,10,,2006
271453,W. W. Norton  Company,112,17,9780393316865,11,,1997
3410296,Triquarterly,244,6,9780810150072,7,,1994
45131,Frances Lincoln,96,9,9780711215870,8,,2006
463475,Dover Publications,101,4,9780486285535,10,(Dover Thrift Editions),1995
159972,Archon Books,295,31,9780208013811,12,,1973
3255123,,153,,,,,2008
34886523,Platypus Press,12,7,,12,,2016
27399253,,,,,,,
25489002,,,,9780385351508,,,
470825,Penguin Books,144,1,9780140587487,4,,1996
14744190,ntshrt mrwryd,152,,9789641911098,,,2011
6147055,ktb,144,,,,,2007
22618173,Words Dance Publishing,66,7,9780615985862,3,,2014
7858300,Houghton Mifflin Harcourt,208,8,9780547249650,4,,2010
15997621,Jena Strong,140,11,9780615643557,6,,2012
225478,Weiser Books,72,1,9781578632466,10,,2001
225476,Islamic Texts Society,582,1,9780946621705,6,,1998
20763584,Seren,72,1,9781781721629,4,,2014
11532312,Candlewick,32,9,9780763642426,8,,2011
2429414,Livre de Poche,383,,9782253057024,11,Lettres Gothiques,1991
325115,,,,9781593760823,,,
704905,New Directions,136,17,9780811213615,2,,1998
1585929,,,,9780870706714,,,
13214260,dr lfrsh@ llTb`@ wlnshr,151,11,9789996670633,12,,2011
19281553,Newton & Compton,,,,,eNewton Classici,
131674,,,,9781855349827,,,
131675,Everyman's Library,256,31,9780307266163,1,,2007
131672,Dover Publications,96,1,9780486268637,6,Abridged,1991
336676,,,,9781417903535,,,
17699763,THG StarDragon Publishing,,12,,3,"Audible Audio Edition, Unabridged",2013
473243,Curbstone Books,72,1,9781880684504,6,,1998
8091851,dr shrqyt,73,,9789772830473,7,mktb@ l'usr@ 2013,1997
175980,Vintage,272,7,9780375705489,12,,1999
28015108,,,,9781555977504,,,
28015100,Graywolf Press,80,11,9781555977580,10,,2016
28015105,Graywolf Press,88,4,9781555977542,10,,2016
2954013,University Of Chicago Press,112,1,9780226647920,3,,2008
333100,W. W. Norton & Company,,17,9780393093100,1,,1974
593871,ntshrt mrwryd,248,,,,,1997
476296,"Lothrop, Lee and Shepard Books",24,1,9780688120443,9,,1996
18110752,Uvi Poznansky,64,30,9780984993260,6,,2013
50457,Ecco,384,31,9780876857946,5,,2002
50456,Ecco,304,27,9780060577063,3,,2007
50455,Ecco,283,31,9780876856376,5,,2002
50452,Ecco,512,7,9780060924584,5,,1994
2301026,Margaret K. McElderry Books,96,4,9781416918325,3,,2008
16293129,CavanKerry Press,84,9,9781933880365,4,,2013
2313417,Knopf,147,6,9780394585031,3,,1991
13319085,Drifting Man Press,33,16,,12,,2011
349611,Duke University Press Books,272,29,9780822332718,3,,2004
22994,"Farrar, Straus and Giroux",432,9,9780374528553,6,,2004
22992,New Directions,186,,9780811216227,,,2005
22991,Theatre Communications Group,160,1,9781559360807,5,TCG Translations,1994
22990,"Farrar, Straus and Giroux",960,12,9780374126155,8,,2002
11733586,Fondo de Cultura Economica USA,82,1,9789681686284,12,,1958
337468,Atlas Press,284,1,9780947757267,7,,1991
678941,ngh,109,,,,,2002
17897431,Pedlar Press,80,15,9781897141564,9,,2013
16083444,lhyy'@ lmSry@ l`m@ llktb,224,,,,,1997
1303303,Gramedia Widiasarana Indonesia,152,,9789795535584,,,1995
26102431,Self-Published,93,15,9781329196018,8,,2015
30052657,Sage Hill Press,243,,9780989035965,,,2016
24693838,WordSong,32,8,9781590789247,9,,2015
12247,Penguin Audio,13,20,9780143058243,10,,2005
948835,MILLE ET UNE NUITS,112,8,9782842058173,4,,2004
851606,Houghton Mifflin Harcourt,192,1,9780151008421,4,,2003
16055198,Ceskoslovensky spisovatel,74,,,,,1967
16057959,Adam Yayinlari,88,,9789754181845,9,,1992
27251247,mwssh frhngy pjwhshy chp w nshr nZr,328,22,9786001522062,10,,2015
24294091,Barbera,232,,9788878990791,,,2006
26114444,Graywolf Press,128,7,9781555977412,6,,2016
6594524,Hollyridge Press,48,1,9780979958892,7,,2009
36262503,Bard Girl Press,68,,9781975994495,11,,2017
17689991,Prozorets,192,,9789547337688,3,,2013
3036567,McClelland & Stewart,88,25,9780771053214,3,,2003
4737546,ktbkhnh Thwry,33,7,,3,,1968
12014933,DOS Gatos Press,324,1,9780976005193,8,,2011
17666005,Vysehrad,92,,,,,2002
2801278,,,,9780811205511,,,
519047,Grand Central Publishing,232,1,9780446690287,1,,2003
244976,,,,9788437607757,,,
11439,Vintage,416,4,9780375703805,4,,2000
17284669,Through The Split Window,56,11,9780615751757,1,,2013
3582490,Folcroft Library Editions,,31,9780841400122,12,,1972
7170853,Sterling Innovation,304,1,9781402770661,6,,2010
1039639,BOA Editions Ltd.,120,1,9781929918966,9,,2007
13609132,Oxford University Press,108,,,,,1965
34522228,Tor.com,5,8,,3,Tor.com Online Fiction,2017
20760002,Apopeira,26,,9789607034076,,,1994
1740377,Zephyr Press,104,1,9780939010899,10,,2006
13419329,Bertrand Editora,150,,9789722520416,9,11X17,2009
24967814,,,,,,,
30530977,,28,13,,6,,2016
6817340,Snare Books,63,1,9780981248820,11,,2009
301125,,,,9780440866152,,,
1012228,"Penguin Books,India",,30,9780144000104,4,,2005
1357450,Margaret K. McElderry Books,80,1,9780689840708,6,,2002
9300149,Wolsak and Wynn Publishers Ltd,80,1,9781894987493,9,,2010
9804099,dr lfrby,186,1,,12,,2003
6412930,dr lshrwq,132,,,,,2009
13418790,dr lfkr,336,,,5,,2002
33313665,Ashland Poetry Press,,15,9780912592909,11,,2016
12085850,Factory Hollow Press,96,1,9780983520306,10,,2011
13390249,,52,,,12,Limited Print Run of 200 (1st edition),2011
642862,hstn,87,,,,chp nkhst,2000
665654,Aunt Lute Books,251,1,9781879960565,1,Second Edition,1999
13565489,WordSong,112,,9781590788639,,,2012
34601396,Aqueduct Press,,,9781619761278,3,,2017
11718681,Wahlstrom & Widstrand,92,,,,,1990
421530,Phoenix,130,,9780753810583,,,2000
13530069,Elektrik Milk Bath Press,76,8,9780982855461,3,,2012
21851243,Noviembre,120,,9788494134142,3,,2014
16285373,University of Washington Press,72,7,9780295992815,2,,2013
3063582,Ecco,384,28,9780061367182,10,,2008
18872926,,,,,,,
13194144,Stephen F. Austin University Press,140,15,9781936205233,5,,2011
10499062,Sammakko,185,,9789524830492,,,2007
13506204,dywn,88,,,,,2001
194197,University of North Carolina Press,148,31,9780807842096,3,,1988
22435492,Amazon Digital Services,,,,,,
210475,Knopf,135,30,9780375706295,3,,1999
341339,"Oxford University Press, USA",480,24,9780192840790,10,,2002
241011,,15,,9780904945003,,,
18397452,Meshael Alblehed,95,22,9781304303882,8,,2013
21808019,Lulu.com,170,25,9781304856555,8,,2015
29565425,Albert Bonniers Forlag,240,29,9789100154547,3,,2016
22474023,,,,,,First edition,1964
1402086,"Farrar, Straus and Giroux",113,10,9780374219406,11,,2001
6113691,Otava,208,,,,,1957
1671613,Dusie,13,,,,,2007
13496390,Zhanet-45,124,,9789544912765,8,,2006
17343395,Henry Holt and Co. (BYR),40,15,9780805094077,10,,2013
17343397,Henry Holt and Co. (BYR),304,27,9780805095142,8,,2013
70189,W. W. Norton  Company,448,17,9780393049763,6,,2006
9404584,,786,,9781453806623,,,
26514907,"abdn, hrmnwtykh; 1393",140,,9786007114193,,chp nkhst,2014
97409,Mariner Books,64,3,9780618872657,4,,2007
25838204,Graywolf Press,169,,,,,2014
33616410,,32,25,9780692799192,11,,2016
1812561,,252,,9789722105323,,,
17206176,Math Paper Press,58,,9789810733858,,First,2012
16111983,Woodsmoke Press,131,,,9,,2012
13592200,Playwrights Canada Press,72,24,9781770910805,7,,2012
9465016,University Of Akron Press,176,14,9781931968911,1,,2011
19064137,,,,9781935904380,,,
1488078,University of Queensland Press,261,1,9780702209321,10,,1985
28952196,Bridge,176,20,9788416528073,1,,2016
198821,khnwn,,,,,,1377
6767819,,,,9781555975494,,,
24565792,,,,,,,
31835224,Newton Compton,1920,,,,,
1455807,Wave Books,73,1,9781933517247,9,,2007
61204,Wesleyan,188,30,9780819512116,4,,1993
13135314,The Paris Review,242,,,,,
2580025,Cornerstone Press Chicago,117,1,9780940895447,5,,2000
1874879,nshr chshmh,,,,,,1384
1751683,Seuil,165,1,9782020016360,1,,1988
6619334,Vintage International,304,6,9780307473738,10,,2009
6386215,Holy Cow! Press,256,1,9780977945894,6,,2009
1386513,Brick Books,,16,9780919626720,1,,1994
1506998,Farrar Straus Giroux,81,30,9780374267797,6,,1996
54187,Marsilio Publishers,205,1,9781568860237,3,,1996
878077,,,,9788126123612,,,
18289324,University Of Chicago Press,88,17,9780226110639,3,,2014
1948943,Bloomsbury U.S.A. Children's Books,96,,9780747557494,,,
1948944,Bloomsbury Publishing PLC,192,,9780747569022,,,
1948945,Bloomsbury UK,180,1,9780747571476,4,,2005
1948946,HarperCollins,112,,9780747556169,,,2001
2040617,Holy Cow! Press,84,1,9780930100995,9,,2002
822115,,,,9780939010271,,,
822113,Northwestern University Press,249,27,9780810119284,3,,2002
752622,Dover Publications,66,1,9780486268712,5,Dover Thrift Editions,1991
752627,Exact Change,158,2,9781878972293,2,,2004
752629,Dover Publications,54,1,9780486264660,7,Dover Thrift Editions,1990
3494291,ellectrique press,33,,9783033016057,,,2008
23337384,Adam Yayinlari,83,,,10,,2002
200758,University of Pittsburgh Press,101,1,9780822959533,2,,2007
18114813,Pustaka Aman Press Sdn Bhd,104,,,,,1988
30375038,Metatron,56,,9781988355009,5,"First edition, first printing",2016
757253,"Oxford University Press, USA",,31,9780195780543,12,,2002
25910659,CreateSpace Independent Publishing Platform,250,30,9781514357989,6,revised edition,2015
12752139,Paralela 45,852,,9789734703555,,,2008
18617733,Sixteen Rivers Press,44,15,9781939639028,9,,2013
28818800,Alice James Books,100,13,9781938584329,9,,2016
6001257,"Subito Press, University of Colorado, Boulder",84,15,9780980109856,12,,2008
480862,University of Notre Dame Press,88,15,9780268033743,2,,2005
24243595,Eclipse/Burning Deck Press,,,,,,1973
34753166,,,,9781408878866,,,
6320239,Publicacoes Europa-America,240,,9789721007536,,Livros de Bolso - Serie Grandes Obras,
7261695,The Quilliam Press,179,,9781872038155,,,2009
9303599,W. W. Norton  Company,107,28,9780393080063,3,,2011
2940544,Livre de Poche,,5,9782253153030,1,,2002
21469099,Henry Holt and Co. (BYR),32,18,9781627791038,8,,2015
31017931,Tupelo Press,80,1,9781936797707,8,,2016
1295879,George Braziller,,1,9780892551774,8,,1992
25451771,Brigitte Meyer-Simon Verlag,100,9,,6,,2015
8046603,C&r Press,73,31,9781936196012,3,,2010
27214172,University Of Iowa Press,84,1,9781609384012,4,,2016
19048092,SPCK,145,,9780281070626,,,2013
1166559,Chronicle Books,32,20,9780811850292,4,,2006
3231163,,,,,,,1667
1125533,Charlesbridge,48,1,9781580891431,2,,2007
28446628,Gramedia Pustaka Utama,104,28,9786020324760,1,,2016
13419990,Ikaros,92,,9789607233462,,,2001
3986246,Scarlet Tanager Books,72,1,9780976867609,9,,2008
7049310,Harpercoll,31,24,9780060200831,10,,1973
16175125,W. W. Norton  Company,208,17,9780393068863,11,,2008
17913420,WSOY,122,,,,,1949
24688746,Pelekanos,180,,9789604006946,,,2014
1785277,,,,9780206617608,,,
20800873,,,,,,,
69148,Mirdashti Farhangsara,184,,9789647141208,,,2000
346507,fq,168,,,,,2003
3144891,Arsenal Pulp Press,121,1,9781551520605,7,,2002
2656129,Ecco,320,8,9780060577087,1,,2008
3357033,Penguin Canada,120,1,9780143168645,4,,2008
15735275,Everest Yayinlari,91,,9789752891982,12,,2004
25898698,Penguin Clasicos,232,13,9788491050322,10,,2015
881566,Random House,64,12,9780394502526,8,,1978
16286519,Carnegie-Mellon University Press,88,12,9780887485718,2,,2013
16286513,Carnegie-Mellon University Press,63,12,9780887485633,2,,2013
2676693,Oxford University Press,404,,,,,1951
18948504,Flamme,124,,9788282880237,,,2013
17290731,Running Press,240,25,9780762450886,3,,2014
762988,Copper Canyon Press,150,1,9781556591235,5,,1997
527885,Faber and Faber,64,1,9780571045785,1,New Edition,1974
22141036,De Bezige Bij,64,,9789023482734,5,,2014
21457012,Gibbs Smith,32,1,9781423636380,8,,2014
161667,,,,9788423920396,,,
998383,Bulfinch Press,,1,9780821226643,9,,2000
12375685,Faber  Faber,128,5,9780571236800,8,,2010
